date,qqq_fwd_1p,qqq_fwd_3p,qqq_fwd_6p,qqq_fwd_12p,qqq_next_return
2004-01-31,-0.013487991918502695,-0.062045033169524255,-0.05880791487922066,0.018553706657416402,-0.013487991918502695
2004-02-29,-0.019961985186963904,-0.000547169705369055,-0.06972954077080007,0.027510906637447707,-0.019961985186963904
2004-03-31,-0.029854910896896736,0.05301367183918626,-0.019531249878750767,0.030130459246489716,-0.029854910896896736
2004-04-30,0.05119355775520407,0.0034512512911386573,0.06125941905878762,0.01566448164446821,0.05119355775520407
2004-05-31,0.03255841320299058,-0.06922024628719747,0.07036908362189931,0.05182795496604298,0.03255841320299058
2004-06-30,-0.0755169380715014,-0.06889266840308983,0.06774897829587045,-0.015210610649161627,-0.0755169380715014
2004-07-31,-0.024935511782032127,0.0576093434466971,0.08219535922543342,0.14618204445169036,-0.024935511782032127
2004-08-31,0.03292181098733793,0.14997031182971754,0.10452922205959214,0.15782033296882592,0.03292181098733793
2004-09-30,0.050085087910219706,0.14675176755896757,0.050650986193184755,0.1347209687751878,0.050085087910219706
2004-10-31,0.060216818731814836,0.023246783825312756,-0.04296304616524105,0.06444184452744128,0.060216818731814836
2004-11-30,0.03003086281007894,-0.03951501121609313,-0.01732218254391016,0.0652007677240618,0.03003086281007894
2004-12-31,-0.06300890973616824,-0.08380260147350593,-0.0776957792808528,0.015828123422058082,-0.06300890973616824
2005-01-31,-0.00481256785266071,-0.06470563214773517,0.05912674147120223,0.1267400121451978,-0.00481256785266071
2005-02-28,-0.0174634607215981,0.023105856865375696,0.04824780534992357,0.10792782937998968,-0.0174634607215981
2005-03-31,-0.04347852235669403,0.006665400057318083,0.08001704056511971,0.15120107631235324,-0.04347852235669403
2005-04-30,0.08862206969857889,0.13239935775866596,0.11222648222967857,0.2012330375937017,0.08862206969857889
2005-05-31,-0.033252002472142106,0.024574141879686318,0.08397762603576786,0.023552705018829778,-0.033252002472142106
2005-06-30,0.07599238724602642,0.07286595973560339,0.10140244466190085,0.05809816965486836,0.07599238724602642
2005-07-31,-0.015034744367618091,-0.017814276730883316,0.06383869656626362,-0.05898837161345816,-0.015034744367618091
2005-08-31,0.01231426384367329,0.057978707179843214,0.056933125665017625,0.0009550913776870118,0.01231426384367329
2005-09-30,-0.014952099552356768,0.02659836922529446,0.06591010426093491,0.03466400586736018,-0.014952099552356768
2005-10-31,0.06097272957966404,0.08313394438820843,0.0800255674416166,0.10023943076637631,0.06097272957966404
2005-11-30,-0.01771163696136513,-0.0009882821910591755,-0.05574369762401754,0.07256726624114473,-0.01771163696136513
2005-12-31,0.039295258795635,0.03829319840563028,-0.039317395032953395,0.07140443566406796,0.039295258795635
2006-01-31,-0.021428333386317333,-0.0028697992179975707,-0.11545647716723306,0.05263112395887992,-0.021428333386317333
2006-02-28,0.020912275636660427,-0.054809582767506804,-0.05296270211240606,0.05761867267539733,0.020912275636660427
2006-03-31,-0.0019074653806812059,-0.07474824409690817,-0.029314009003826635,0.04138448544522566,-0.0019074653806812059
2006-04-30,-0.07240141645183495,-0.11291070901366651,0.01871609703892707,0.10161982606283848,-0.07240141645183495
2006-05-31,-0.0006237278392834389,0.0019539773377184044,0.1358857373176119,0.22507169969793583,-0.0006237278392834389
2006-06-30,-0.043074284133606144,0.04910472723041259,0.11525328982179217,0.2317096500800928,-0.043074284133606144
2006-07-31,0.04770861242787383,0.14838056032244618,0.19002750773394328,0.28525969520867056,0.04770861242787383
2006-08-31,0.04640571834600804,0.13367057071399846,0.1167655962805898,0.2613188885409208,0.04640571834600804
2006-09-30,0.04747873234228139,0.06305239207720348,0.0728335374207858,0.26869087754801746,0.04747873234228139
2006-10-31,0.03428816337641316,0.036265806693735136,0.08138060178383877,0.2964701205403637,0.03428816337641316
2006-11-30,-0.01877659109524532,-0.014911716745687253,0.07851666717018224,0.16875493974105016,-0.01877659109524532
2006-12-31,0.02108456897802058,0.009201000267230475,0.10442144517404595,0.19027747490935232,0.02108456897802058
2007-01-31,-0.016791691215331972,0.04353592948709273,0.08002519845618439,0.02709889360930151,-0.016791691215331972
2007-02-28,0.005241522598289139,0.09484265065788988,0.12943924198754742,-0.005821067013471626,0.005241522598289139
2007-03-31,0.055823799710124966,0.09435230928388072,0.18256079186161078,0.007500913974755941,0.055823799710124966
2007-04-30,0.03154894864784974,0.03496695028701757,0.19890269753472056,0.03040495999341175,0.03154894864784974
2007-05-31,0.004791310406513594,0.031599601375474684,0.08366887162498426,0.05813425752209467,0.004791310406513594
2007-06-30,-0.0014707980636465834,0.08060336861303075,0.07773846669717299,-0.04815823618389925,-0.0014707980636465834
2007-07-31,0.02819272048184973,0.15839708427620836,-0.049004694448367525,-0.04063598930348444,0.02819272048184973
2007-08-31,0.05252161141848366,0.050474302413536565,-0.11975881833447966,-0.05339527199622329,0.05252161141848366
2007-09-30,0.07041431637618611,-0.002651205797678413,-0.14803456963195283,-0.24071829428776303,0.07041431637618611
2007-10-31,-0.06759949117990804,-0.17904204140341484,-0.14054329670605237,-0.4004109821307469,-0.06759949117990804
2007-11-30,-0.0007074351002401835,-0.16205357937542508,-0.023563114869766477,-0.4306508652373414,-0.0007074351002401835
2007-12-31,-0.11889886754454004,-0.14576982965177365,-0.11681563456382338,-0.4172630269576535,-0.11889886754454004
2008-01-31,-0.04830489701329954,0.04689490404986807,0.00879994369691306,-0.3537488720002774,-0.04830489701329954
2008-02-29,0.01871174210133386,0.16527365127048665,0.07539245802234418,-0.35669921555398987,0.01871174210133386
2008-03-31,0.07982639520231993,0.03389507429379046,-0.108788128428839,-0.30337071593394827,0.07982639520231993
2008-04-30,0.05930903213254024,-0.03638852401094539,-0.3023627419842413,-0.27061091358504874,0.05930903213254024
2008-05-31,-0.09614273768614212,-0.07713312074820011,-0.4169114835448674,-0.2893535336995503,-0.09614273768614212
2008-06-30,0.006420411861998154,-0.1380054961767665,-0.3401864935023491,-0.19054690704497068,0.006420411861998154
2008-07-31,0.014518034505544009,-0.27601810958124895,-0.35938623704574246,-0.12783919954683698,0.014518034505544009
2008-08-31,-0.1557612372144943,-0.3681770041115111,-0.4017990551755908,-0.1276809151451287,-0.1557612372144943
2008-09-30,-0.1547160114082522,-0.2345502163051415,-0.21833482442516183,0.09161326751882903,-0.1547160114082522
2008-10-31,-0.11462450590657414,-0.115152227656238,0.045513378241153646,0.251986089497763,-0.11462450590657414
2008-11-30,0.022790215877221076,-0.05321435161884125,0.21876258277354088,0.5038337368309522,0.022790215877221076
2008-12-31,-0.022865156884775528,0.021184135426503437,0.2267907294769982,0.5469855286597045,-0.022865156884775528
2009-01-31,-0.05264969022222965,0.18157428985985313,0.3614456180758623,0.48075373897809204,-0.05264969022222965
2009-02-28,0.10316114751962058,0.2872634738997324,0.45823755780078956,0.6350085657228235,0.10316114751962058
2009-03-31,0.13060648740785874,0.20134135159142663,0.3965228356451398,0.5964123409413298,0.13060648740785874
2009-04-30,0.032088681372006045,0.1522302319537976,0.19748452344431455,0.44358752001194524,0.032088681372006045
2009-05-31,0.029527467263161356,0.1328198052439844,0.23390212178049818,0.2953736173351673,0.029527467263161356
2009-06-30,0.08438702580969437,0.16246962929824615,0.2610019716396217,0.1807199747954078,0.08438702580969437
2009-07-31,0.014702154658651656,0.039275389792351456,0.08763340916315743,0.16786654109885224,0.014702154658651656
2009-08-31,0.0564737725114246,0.08923071089381507,0.12122236666886255,0.09190326315808162,0.0564737725114246
2009-09-30,-0.030532307657391122,0.0847612185798412,0.1431337176837848,0.16967038162957482,-0.030532307657391122
2009-10-31,0.06347630293175555,0.046530515247232174,0.20551664071596254,0.28297441903653997,0.06347630293175555
2009-11-30,0.05213869330466947,0.029370871987988156,0.04981877773738419,0.2042008803278894,0.05213869330466947
2009-12-31,-0.06469967195994464,0.05381138088653681,-0.06366524291776243,0.1990952273674118,-0.06469967195994464
2010-01-31,0.046038804734526595,0.1519173336586097,0.07376854302170388,0.3182958897546253,0.046038804734526595
2010-02-28,0.0771197820414804,0.01986446897404992,-0.026149231751314006,0.30008350589853183,0.0771197820414804
2010-03-31,0.022373338898230344,-0.1114778469231088,0.023213963104472546,0.20160884945966173,0.022373338898230344
2010-04-30,-0.07387641548156654,-0.06784236017067058,0.06425276574745142,0.20908086616527677,-0.07387641548156654
2010-05-31,-0.061596107153371604,-0.04511746621749857,0.14705595466984933,0.28961834103407624,-0.061596107153371604
2010-06-30,0.07258228206419681,0.15159082929013423,0.28062663304732594,0.34642716370140425,0.07258228206419681
2010-07-31,-0.051298624616100685,0.14170899885807686,0.22772817132898537,0.2762171929353008,-0.051298624616100685
2010-08-31,0.13171754528969748,0.2012534674041071,0.3349925350847367,0.27703639420467674,0.13171754528969748
2010-09-30,0.06337842600160482,0.11205004457766665,0.17434758788272586,0.07773754579061998,0.06337842600160482
2010-10-31,-0.0018202380371888927,0.07534246691314839,0.1360843072990361,0.11892751288689762,-0.0018202380371888927
2010-11-30,0.047677763967994835,0.11133292956867624,0.12428546818821928,0.0907917551170132,0.047677763967994835
2010-12-31,0.028277446194485245,0.05602044944723539,0.05138151039191019,0.0338441003276615,0.028277446194485245
2011-01-31,0.03158767855849032,0.056486042590926155,0.03949491649591086,0.09005343944941924,0.03158767855849032
2011-02-28,-0.0044665160684532745,0.011654958001262594,-0.04341308236332675,0.12440888482734946,-0.0044665160684532745
2011-03-31,0.028730807612827647,-0.004392849643918617,-0.08226699070101351,0.18652241643908907,0.028730807612827647
2011-04-30,-0.012186865178683837,-0.016082679193135663,-0.015101691223011082,0.1398956889723706,-0.012186865178683837
2011-05-31,-0.020258589964907814,-0.05443361882334641,-0.029791110904582863,0.0727186294407749,-0.020258589964907814
2011-06-30,0.01665205969632133,-0.0782177398276448,-0.016680348561305403,0.13455308200750848,0.01665205969632133
2011-07-31,-0.050689655096433195,0.0009970227674416243,0.04863758557275011,0.1271017540749093,-0.050689655096433195
2011-08-31,-0.04490232594481802,0.026061108357192886,0.17543828385746085,0.24884772776792063,-0.04490232594481802
2011-09-30,0.10401960302004665,0.06675914033627994,0.29288410073145155,0.3191808811190202,0.10401960302004665
2011-10-31,-0.026919758488631595,0.04759311138967948,0.15737399365407767,0.1318073403865645,-0.026919758488631595
2011-11-30,-0.0070190114275332505,0.1455831180848799,0.10565739141076458,0.1783399177611642,-0.0070190114275332505
2011-12-31,0.08418413044802242,0.2119737735023195,0.15379884897809615,0.18112325146989772,0.08418413044802242
2012-01-31,0.06410044615377708,0.10479343656505047,0.07482486760123463,0.11851484173163596,0.06410044615377708
2012-02-29,0.05052780259901435,-0.034851881145787855,0.0624528271016922,0.054752072926522066,0.05052780259901435
2012-03-31,-0.01169518884422538,-0.048000151320198525,0.020339627018919337,0.03439495906778234,-0.01169518884422538
2012-04-30,-0.07040129866233591,-0.027125947685742946,-0.022090226156537107,0.0731922106934948,-0.07040129866233591
