date,qqq_fwd_1p,qqq_fwd_4p,qqq_fwd_13p,qqq_fwd_26p,qqq_next_return
2004-01-02,0.03767876791626534,0.019527227632171407,0.020352310191179113,0.012651540291417351,0.03767876791626534
2004-01-09,0.022263715999762512,-0.01587596077758635,-0.02093824546063039,-0.052478134200407145,0.022263715999762512
2004-01-16,-0.014519571023997035,-0.042261072934728805,-0.06429892029283546,-0.10111508923563006,-0.014519571023997035
2004-01-23,-0.02472981470378033,-0.030254940850378387,-0.02104657225650175,-0.09997319145637107,-0.02472981470378033
2004-01-30,0.0016452653930751904,-0.013487991918502695,-0.062045033169524255,-0.05880791487922066,0.0016452653930751904
2004-02-06,-0.005143949828767536,-0.01349276875069838,-0.058199348357595326,-0.11879561552841289,-0.005143949828767536
2004-02-13,-0.0021656738788913277,-0.03871169446812062,-0.05928532736045988,-0.11965349214093213,-0.0021656738788913277
2004-02-20,-0.007867336016874504,-0.057243624503889756,-0.049945740845630526,-0.07731985918223205,-0.007867336016874504
2004-02-27,0.0016404152834839092,-0.036915767879718064,-0.000547169705369055,-0.05496334274327985,0.0016404152834839092
2004-03-05,-0.030576303524770143,0.012831285659707703,-0.012012012103214342,-0.06794949487822277,-0.030576303524770143
2004-03-12,-0.021402146238485575,0.04027063914680773,0.037454530375765405,-0.010982543219053897,-0.021402146238485575
2004-03-19,0.013525179663534725,0.03856115105904556,0.048633093441385444,0.019568057380692894,0.013525179663534725
2004-03-26,0.05337904592917497,0.05650227156132015,0.059909142520344405,-0.011953435644583843,0.05337904592917497
2004-04-02,-0.004312936799255707,-0.06280348716285278,-0.007547167603627725,-0.026954170377523123,-0.004312936799255707
2004-04-09,-0.023010286765346,-0.053329723953225217,-0.03221440179186208,-0.03681645914493126,-0.023010286765346
2004-04-16,0.031033804323614245,-0.03712939870678189,-0.039346079363632325,-0.01274591312104345,0.031033804323614245
2004-04-23,-0.06557402183186423,-0.058882274039697924,-0.08062346681986321,-0.03789329817600329,-0.06557402183186423
2004-04-30,0.0057520851448586985,0.05119355775520407,0.0034512512911386573,0.06125941905878762,0.0057520851448586985
2004-05-07,-0.006291106373493505,0.034887046157722645,-0.06434086349923829,0.08550214489593366,-0.006291106373493505
2004-05-14,0.0077410069535925885,0.06014388483279309,-0.06417266205818373,0.11251798535718716,0.0077410069535925885
2004-05-21,0.043719123924866654,0.040577972123422734,-0.028813215743032194,0.10454296242775962,0.043719123924866654
2004-05-28,-0.009849521162193065,0.021340629292683877,-0.05444596422011161,0.07277729133591193,-0.009849521162193065
2004-06-04,0.017960762764775984,0.01740840020986889,-0.05661757375622278,0.10886985370359592,0.017960762764775984
2004-06-11,-0.010857763324478631,-0.029587405203765682,-0.04668838216675919,0.08387595005085347,-0.010857763324478631
2004-06-18,0.02442371008387534,-0.048572996765471,-0.02771706924230999,0.09365169654596972,0.02442371008387534
2004-06-25,-0.013661666099524683,-0.08357862314944431,-0.06780069657107313,0.07523078493173685,-0.013661666099524683
2004-07-02,-0.029060557204412363,-0.05241742195307508,-0.019554584500540262,0.09442819585030349,-0.029060557204412363
2004-07-09,-0.030209790083670196,-0.08475524467727624,-0.0047552447170012835,0.08863799322787802,-0.030209790083670196
2004-07-16,-0.013267666692446944,-0.06201326801043627,0.027689645221005366,0.11905538241212743,-0.013267666692446944
2004-07-23,0.019876930933198755,-0.005846826739124067,0.046477332302637286,0.09337757377500777,0.019876930933198755
2004-07-30,-0.062195471569103766,-0.009458297408742378,0.0576093434466971,0.06830650661230364,-0.062195471569103766
